KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
ModularWingSweptM,Swept (Medium),Rhomboid (Mittel),Rhomboïde (médium),Romboide (Medio),Rombo (Mediana),Varrido (Médio),Escovado(Médio),Romboid (Średnie),Ромбовидные (средние),菱形(中型),菱形 (中),菱形 (中),,,Rhomboid (Μεσαίο),Schuin (Medium),Lượn (Trung bình)
ModularWingSweptS,Swept (Small),Rhomboid (Klein),Rhomboïde (petit),Romboide (Piccolo),Rombo (Pequeña),Varrido (pequeno),Escovado(Pequeno),Romboid (Mały),Ромбовидные (малые),菱形(小型),菱形 (小),菱形 (小),,,Rhomboid (Μικρό),Schuin (Klein),Lượn (Nhỏ)
ModularWingLongL,Tapered Long (Large),Breites Trapez (Groß),Grand trapézoïde (large),Trapezoide Largo (Grande),Cónica larga (Grande),Longo cónico (Grande),Cônico Longo (Grande),Szeroki trapezoid (Duże),Широкие трапецевидные (большие),幅広台形(大型),长梯形 (大),長梯形 (大),,,Ευρύ Τραπέζι (Μεγάλο),Taps lang (Groot),Thuôn dài (Lớn)
ModularWingLongM,Tapered Long (Medium),Breites Trapez (Mittel),Grand trapézoïde (médium),Trapezoide Largo (Medio),Cónica larga (Mediana),Cónico longo (médio),Cônico Longo (Médio),Szeroki trapezoid (Średni),Широкие трапецевидные (средние),幅広台形(中型),长梯形 (中),長梯形 (中),,,Ευρύ Τραπέζι (Μεσαίο),Taps lang (Medium),Thuôn dài (Trung bình)
ModularWingLongS,Tapered Long (Small),Breites Trapez (Klein),Grand trapézoïde (ptit),Trapezoide Largo (Piccolo),Cónica larga (Pequeña),Cónico longo (pequeno),Cônico Longo (Pequeno),Szeroki trapezoid (Mały),Широкие трапецевидные (малые),幅広台形(小型),长梯形 (小),長梯形 (小),,,Ευρύ Τραπέζι (Μικρό),Taps lang (Klein),Thuôn dài (Nhỏ)
ModularWingAngledTaperedL,Angled Tapered (Large),Gekipptes Trapez (Groß),Trapézoïde incliné (large),Trapezoide Angolare (Grande),Cono en Ángulo (Grande),Angular cónico (grande),Cônico Angular (Grande),Nachylony trapezoid (Duży),Угловые трапецевидные (большие),斜め台形(大型),直角梯形 (大),直角梯形 (大),,,Γωνιακό Τραπέζι (Μεγάλο),Schuin taps (Groot),Góc thon (Lớn)
ModularWingAngledTaperedM,Angled Tapered (Medium),Gekipptes Trapez (Mittel),Trapézoïde incliné (médium),Trapezoide Angolare (Medio),Cono en Ángulo (Mediana),Angular cónico (médio),Cônico Angular (Médio),Nachylony trapezoid (Średni),Угловые трапецевидные (средние),斜め台形(中型),直角梯形 (中),直角梯形 (中),,,Γωνιακό Τραπέζι (Μεσαίο),Schuin taps (Medium),Góc thon (Trung bình)
ModularWingAngledTaperedS,Angled Tapered (Small),Gekipptes Trapez (Klein),Trapézoïde incliné (petit),Trapezoide Angolare (Piccolo),Cono en Ángulo (Pequeña),Cónico angular (pequeno),Cônico Angular (Pequeno),Nachylony trapezoid (Mały),Угловые трапецевидные (малые),斜め台形(小型),直角梯形 (小),直角梯形 (小),,,Γωνιακό Τραπέζι (Μικρό),Schuin taps (Klein),Góc thon (Nhỏ)
ModularWingTConnectorL,Connector (Large),Verbinder (Groß),Connecteur (large),Connettore (Grande),Conector (Grande),Conector (grande),Conector (Grande),Złącze (Duże),Соединение (большое),コネクタ(大型),连接器 (大),連接器 (大),,,Συνδετήρας (Μεγάλος),Connector (Groot),Đầu nối (Lớn)
ModularWingTConnectorM,Connector (Medium),Verbinder (Mittel),Connecteur (médium),Connettore (Medio),Conector (Mediana),Conector (médio),Conector (Médio),Złącze (Średnie),Соединение (среднее),コネクタ(中型),连接器 (中),連接器 (中),,,Συνδετήρας (Μεσαίος),Connector (Medium),Đầu nối (Trung bình)
bpwTitleProduction,Add resources:,Füge Rohstoffe hinzu:,Ajoute des ressources :,Aggiungi risorse:,Añade recursos:,Adiciona recursos:,Adicione recursos:,Dodaj zasoby:,Добавьте ресурсы:,追加リソース:,添加资源:,放入資源:,,Kaynak ekleyin:,Προσθήκη πόρων:,Grondstoffen toevoegen:,Thêm tài nguyên:
ModularWingPylon,Mount,Halterung,Support,Colonna,Soporte,Monta,Monte,Pylon,Пилон,パイロン,塔架,塔架,,,Πυλώνας,Bevestig,Gắn
igmSuitConstrOnlyUsesInventory,Please note: The Survival Constructor can only use items from the INVENTORY (but not from the Toolbar),Bitte beachten: Der Überlebenskonstruktor kann nur Gegenstände aus dem INVENTAR verwenden (nicht aber aus dem Schnellzugriff),A noter que le Constructeur de survie utilise seulement les éléments de l'INVENTAIRE (pas de la barre outils).,Attenzione: Il Costruttore di Sopravvivenza può utilizzare solo gli oggetti dell'Inventario (non funziona con la Barra degli Strumenti),Nota: El Constructor de Supervivencia sólo puede utilizar objetos del INVENTARIO (pero no de la Barra de Herramientas),Nota: o Construtor de Sobrevivência só pode usar itens do INVENTÁRIO (mas não da Barra de Ferramentas),Por favor note: O Construtor de Sobrevivência só pode usar itens do INVENTÁRIO (mas não da Barra de Ferramentas),Informacja: Podręczny konstruktor może korzystać tylko z przedmiotów w INWENTARZU (ale nie z paska narzędzi),Будьте внимательны: Встроенный конструктор может использовать предметы только из инвентаря (панель инструментов для него не доступна),注意:サバイバルコンストラクタはインベントリーのアイテムのみを使用できます(ツールバーからは使用できません),请注意:生存建造机只能使用背包中的物品 (不能使用工具栏的物品),請注意:生存建造機只能使用背包中的物品 (不能使用快捷欄的物品),,,Σημείωσε ότι: Ο Κατασκευαστής Επιβίωσης μπορεί μόνο να χρησιμοποιηθεί από το INVENTORY σου (αλλά όχι από την Γραμμή Εργαλειών),Notitie: De overlevings constructeur kan enkel items uit de inventaris gebruiken (en niet uit de Toolbar),Xin lưu ý: Chế tạo sinh tồn chỉ có thể sử dụng các mục từ túi đồ chứ không phải từ Thanh công cụ)
BlastRadius,Explosion Radius,Explosionsradius,Rayon d'explosion,Raggio Esplosione,Radio de Esxplosión,Raio de explosão,Raio da Explosão,Promień wybuchu,Радиус взрыва,爆発範囲,爆炸范围,爆炸範圍,,,Εύρος Εκρηκτικών,Explosie radius,Bán kính vụ nổ
BlastDamage,Explosion Damage,Explosionsschaden,Dégâts d'explosion,Danno Esplosione,Daño de Explosión,Dano de explosão,Raio de Dano,Obrażenia od wybuchu,Сила взрыва,範囲ダメージ,爆炸伤害,爆炸傷害,,,Ζημιά Εκρηκτικών,Explosie schade,Sát thương nổ
bkiAmmoExplosive,Explosive ammunition. Please refer to the corresponding weapon for more information.,Explosivmunition. Für genauere Informationen siehe die zugehörige Waffe.,Munitions explosives. Veuillez vous référer à l'arme correspondante pour plus d'informations.,Munizioni Esplosive. Fai riferimento all’'arma corrispondente per maggiori informazioni.,Municiones explosivas. Consulta el arma correspondiente para obtener más información.,"Utiliza munições explosivas. Para mais informações, consulta a arma correspondente.","Munição explosiva. Por favor, consulte a arma correspondente para mais informações.","Wybuchowa amunicja. Aby uzyskać więcej informacji, zapoznaj się z odpowiednią bronią.",Разрывные боеприпасы. Для получения дополнительной информации обратитесь к соответствующему оружию.,"爆発弾. 詳細は対応する武器を参照してください. ",爆炸弹药。更多信息请参考相关武器。,爆炸彈藥。更多訊息請參考相關武器。,,,Εκρηκτικά πυρομαχηκά. Ανέτρεξε στο αντίστοιχο όπλο για περισσότερες πληροφορίες.,Explosieve munitie. Kijk bij het corresponderende wapen voor meer informatie.,Đạn nổ. Vui lòng tham khảo vũ khí tương ứng để biết thêm thông tin.
HeavyWindowG,Window G,Fenster G,Fenêtre G,Finestra G,"Ventana ""G""",Janela G,Janela G,Okno G,Окно G,ウィンドウG,重型玻璃窗 G,重型玻璃窗 G,,,Παράθυρο G,Raam G,Cửa sổ G
HeavyWindowGInv,Window G inverted,Fenster G invertiert,Fenêtre inversée G,Finestra G invertita,"Ventana ""G"" invertida",Janela G invertida,Janela G inventida,Okno G - odwrócone,Окно G инверсное,ウィンドウG 反転,重型玻璃窗 G 反向,重型玻璃窗 G 反向,,,Παράθυρο G ανεστραμμένο,Raam G omgekeerd,Cửa sổ G đảo ngược
HeavyWindowH,Window H,Fenster H,Fenêtre H,Finestra H,"Ventana ""H""",Janela H,Janela H,Okno H,Окно H,ウィンドウH,重型玻璃窗 H,重型玻璃窗 H,,,Παράθυρο Η,Raam H,Cửa sổ H
HeavyWindowHInv,Window H inverted,Fenster H invertiert,Fenêtre inversée H,Finestra H invertita,"Ventana ""H"" invertida",Janela H invertida,Janela H inventida,Okno H - odwrócone,Окно H инверсное,ウィンドウH 反転,重型玻璃窗 H 反向,重型玻璃窗 H 反向,,,Παράθυρο Η ανεστραμμένο,Raam H omgekeerd,Cửa sổ H đảo ngược
HeavyWindowI,Window I,Fenster I,Fenêtre I,Finestra I,"Ventana ""I""",Janela I,Janela I,Okno I,Окно I,ウィンドウI,重型玻璃窗 I,重型玻璃窗 I,,,Παράθυρο Ι,Raam I,Cửa sổ I
HeavyWindowIInv,Window I inverted,Fenster I invertiert,Fenêtre inversée I,Finestra I invertita,"Ventana ""I"" invertida",Janela I invertida,Janela I inventida,Okno I - odwrócone,Окно I инверсное,ウィンドウI 反転,重型玻璃窗 I 反向,重型玻璃窗 I 反向,,,Παράθυρο Ι ανεστραμμένο,Raam I omgekeerd,Cửa sổ tôi đảo ngược
HeavyWindowJ,Window J,Fenster J,Fenêtre J,Finestra J,"Ventana ""J""",Janela J,Janela J,Okno J,Окно J,ウィンドウJ,重型玻璃窗 J,重型玻璃窗 J,,,Παράθυρο J,Raam J,Cửa sổ J
HeavyWindowJInv,Window J inverted,Fenster J invertiert,Fenêtre inversée J,Finestra J invertita,"Ventana ""J"" invertida",Janela J invertida,Janela J inventida,Okno J - odwrócone,Окно J инверсное,ウィンドウJ 反転,重型玻璃窗 J 反向,重型玻璃窗 J 反向,,,Παράθυρο J ανεστραμμένο,Raam J omgekeerd,Cửa sổ J đảo ngược
bmHighMountains,High Mountains,Hohe Berge,Montagnes hautes,Montagne elevate,Montañas Altas,Montanhas altas,Montanhas Altas,Wysokie góry,Высокогорье,高山,崇山峻岭,崇山峻嶺,,,Υψηλά Βουνά,Hoge bergen,Núi cao
bmBiofilm,Biofilm,Biofilm,Biofilm,Biofilm,Biopelícula,Biofilme,Biofilme,Biofilm,Биопленка,バイオフィルム,微生物膜床,微生物膜床,,,Biofilm,Biofilm,Màng sinh học
bmSediment,Sediment,Sediment,Sédiment,Sedimento,Sedimento,Sedimentos,Sedimento,Osad,Осадочная порода,堆積物,沉积岩,沉積岩,,,Ίζημα,Sediment,Trầm tích
bmMoss,Moss,Moos,Mousse,Muschio,Musgo,Musgo,Musgo,Torfowisko,Мшистая местность,苔,苔藓地,苔蘚地,,,Βρύο,Mos,Rêu
cplBlinkFrequency,Blink Frequency,Blinkfrequenz,Fréquence clignotement,Frequenza Intermittenza,Frecuencia de Parpadeo,Frequência de piscadas,Frequencia da Piscada,Częstotliwość migania,Частота мерцания,点滅周波数,闪烁频率,閃爍頻率,,,Συχνότητα Αναλαμπής,Knipper frequentie,Tần số nhấp nháy
cplBlinkLength,Blink Length,Blinklänge,Longueur clignotement,Durata Intermittenza,Longitud del Parpadeo,Comprimento da piscada,Duração da Piscada,Długość migania,Время мерцания,点灯時間,闪烁时长,閃爍時長,,,Μήκος Αναλαμπής,Knipper lengte,Độ dài nhấp nháy
cplBlinkDelay,Blink Delay,Blinkverzögerung,Délai clignotement,Ritardo Intermittenza,Retraso del Parpadeo,Atraso da intermitência,Atraso da Piscada,Opóźnienie migania,Задержка мерцания,点滅間隔,闪烁延迟,閃爍延遲,,,Καθυστέρηση Αναλαμπής,Knipper vertraging,Gián đoạn nhấp nháy
cplSpot,Spotlight Mode,Strahler Modus,Mode Projecteur,Modalità Faro,Modo Foco,Modo de foco,Modo Holofote,Tryb reflektora,Режим освещения,スポットライトモード,聚光灯模式,聚光燈模式,,,Λειτουργεία Προβολέα,Spotlicht modus,Chế độ khối đèn
cplSpotAngle,Adjust Spot Angle,Strahlkegel anpassen,Ajuster angle projecteur,Ampiezza,Ajuste del Angulo de Iluminacion,Ajusta o ângulo do foco,Ajustar Angulo do Ponto,Dostosuj kąt świecenia,Настройка угла освещения,スポット角度を調整,调整照射角度,調整照射角度,,,Προσαρμογή Γωνίας Προβολέα,Pas spot hoek aan,Điều chỉnh góc điểm
tipInsideTemperature,"When you are inside a base or vessel, this value indicates the temperature outside.",Zeigt die aktuelle Außentemperatur bei Aufenthalt in einer Basis oder einem Schiff.,"Lorsque vous êtes à l'intérieur d'une base ou d'un vaisseau, cette valeur indique la température extérieure.","Se ti trovi dentro ad una struttura, questo valore indicherà la temperatura esterna.","Cuando estás dentro de una base o nave, este valor indica la temperatura exterior.","Quando estás dentro de uma base ou embarcação, este valor indica a temperatura exterior.","Quando você está dentro de uma base ou nave, esse valor indica a temperatura externa.","Kiedy znajdujesz się w bazie lub statku, ta wartość wskazuje temperaturę na zewnątrz.","Когда вы находитесь внутри базы или судна, это значение указывает температуру снаружи.","基地や船の中にいる時の外気温です. ",当你处于基地或飞船内部时，此数据是指舱外温度。,當你處於基地或飛船內部時，此數據是指艙外溫度。,,,"Όταν είσαι μέσα σε μία βάση ή ένα όχημα, αυτή η τιμή αντιπροσωπεύει την εξωτερική θερμοκρασία.","Als je in een basis of schip bent, geeft deze waarde de buitentemperatuur weer.","Khi bạn ở bên trong căn cứ hoặc tàu, giá trị này cho biết nhiệt độ bên ngoài."
tipSuitTemperature,Temperature in your suit. Too low or high in-suit temperatures will influence your well being.,Anzuginnentemperatur. Zu hohe oder zu niedrige Temperaturen beinflussen die Gesundheit.,Température dans votre armure. Une température trop basse ou trop élevée affectera votre santé.,Temperatura della tuta. Temperature estreme determineranno il tuo stato di salute.,Temperatura en tu traje. Temperaturas demasiado bajas o altas en el traje influirán en tu bienestar.,Temperatura no teu fato. Temperaturas demasiado baixas ou altas no fato influenciam o teu bem-estar.,Temperatura no seu traje. Temperaturas demasiado baixas ou altas no traje influenciarão o seu bem-estar.,Temperatura w twoim skafandrze. Zbyt niska lub wysoka temperatura będzie miała negatywny wpływ na twoje samopoczucie.,Температура в вашем костюме. Слишком низкие или высокие температуры могут повлиять на ваше здоровье.,"スーツの温度です. 極端な高温や低温は生命維持に悪影響を及ぼします. ",你护甲内的温度。太低或太高的护甲内温度会影响你的健康。,你護甲內的溫度。太低或太高的護甲內溫度會影響你的健康。,,,Θερμοκρασία εσωτερικά της στολής σου. Οι πολύ χαμηλές ή οι πολύ υψηλές θερμοκρασίες θα επηρεάσουν την υγεία σου.,Temperatuur in je pak. Te lage of te hoge temperaturen in je pak zullen je gezondheid aantasten.,Nhiệt độ trong bộ đồ của bạn. Nhiệt độ trong bộ đồ quá thấp hoặc quá cao sẽ ảnh hưởng đến sức khỏe của bạn.
tipTemperature,"Temperature at your current position. Will affect your In-suit temperature, depending on its insulation.","Temperatur am aktuellen Standort. Beinflusst die Anzuginnentemperatur, je nach dessen Isolation.",Température à votre position actuelle. Cela affectera la température de votre armure en fonction de son isolation.,Temperatura nella posizione attuale. Influenza la temperatura interna della tuta in relazione al suo grado di isolamento.,"Temperatura en tu posición actual. Afectará a la temperatura en el traje, dependiendo de su aislamiento.","Temperatura na tua posição atual. Afectará a temperatura do teu fato, dependendo do seu isolamento.","Temperatura na sua posição atual. Irá afetar a temperatura do seu traje, dependendo do isolamento.","Temperatura na twojej aktualnej pozycji. Wpływa na temperaturę Twojego skafandra, w zależności od jego izolacji.","Температура в вашем текущем положении. Повлияет на температуру внутри костюма, в зависимости от его изоляции.","現在地の気温です. スーツの性能により受ける影響が変わります. ",你当前位置的温度。根据护甲绝缘的不同会影响你的护甲内温度。,你當前位置的溫度。根據護甲絕緣的不同會影響你的護甲內溫度。,,,"Θερμοκρασία της τρέχουσας τοποθεσίας σου. Θα επηρεάσει την θερμοκρασία της εσωτερικής σου στολής, ανάλογα με τη μόνωση.",Temperatuur op je huidige positie. Zal de temperatuur in je pak beïnvloeden afhankelijk van de isolaite.,"Nhiệt độ ở vị trí hiện tại của bạn. Sẽ ảnh hưởng đến nhiệt độ trong bộ đồ của bạn, tùy thuộc vào độ cách nhiệt của nó."
tipRadiation,"Radioactivity at your current position. Will affect your in-suit contamination, depending on its protection level.","Radioaktivität am aktuellen Standort. Beinflusst die Anzugkontamination, je nach dessen Schutzstufe.","Lorsque vous êtes à l'intérieur d'une base ou d'un vaisseau, cette valeur indique le niveau de radioactivité à l'extérieur.",Radioattività nella posizione attuale. Influenza il livello di contaminazione interna della tuta in relazione al suo grado di protezione.,"Radioactividad en tu posición actual. Afectará a la contaminación en el traje, dependiendo de su nivel de protección a la radiación.","Radioatividade na tua posição atual. Afectará a contaminação do teu fato, dependendo do seu nível de proteção.","Radioatividade na sua posição atual. Irá afetar sua contaminação no traje, dependendo do seu nível de proteção.",Radioaktywność na twojej aktualnej pozycji. Wpływa na poziom zanieczyszczenia w zależności od ochrony twojego skafandra.,Радиоактивность в текущей позиции. Будет влиять на ваше загрязнение в зависимости от уровня защиты костюма.,"現在地の放射線量です. スーツの性能により受ける影響が変わります. ",你当前位置的辐射水平。根据护甲绝缘的不同会影响你的护甲内辐射水平。,你當前位置的輻射水平。根據護甲絕緣的不同會影響你的護甲內輻射水平。,,,"Ραδιενέργεια της τρέχουσας τοποθεσίας σου. Θα επηρεάσει την μόλυνση εσωτερικά της στολής σου, ανάλογα με το επίπεδο προστασίας της.",Radioactiviteit op je huidige positie. Dit zal de contaminatie in je pak aantasten afhankelijk van het beschermingsniveau.,"Độ phóng xạ tại vị trí hiện tại của bạn. Sẽ ảnh hưởng đến sự nhiễm bẩn trong bộ đồ của bạn, tùy thuộc vào mức độ bảo vệ của nó."
tipSuitRadiation,Radioactivity in your suit. Shows the contamination level which will influence your well being.,"Anzugkontamination. Zeigt die aktuelle Strahlenkontamination, was wiederum die Gesundheit beeinflusst.",Niveau de radioactivité dans votre armure. Affiche le niveau de contamination qui affectera votre santé.,Contaminazione radioattiva all'interno della tuta. Influenza il tuo stato di salute.,"Radiactividad en tu traje. Muestra el nivel de contaminación, este influirá en tu bienestar.",Radioatividade no teu fato. Mostra o nível de contaminação que vai influenciar o teu bem-estar.,Radioatividade em seu traje. Mostra o nível de contaminação que influenciará seu bem estar.,"Radioaktywność w twoim skafandrze. Pokazuje poziom zanieczyszczenia, który wpływa na twoje samopoczucie.","Радиоактивность в вашем костюме. Показывает уровень загрязнения, который будет влиять на ваше самочувствие.","スーツの放射線量です.  生命維持に影響を与える汚染レベルを示します. ",你护甲内的辐射水平。显示护甲内遭到的辐射污染程度，这会影响你的健康。,你護甲內的輻射水平。顯示護甲內遭到的輻射污染程度，這會影響你的健康。,,,Ραδιενέργεια εσωτερικά της στολής σου. Δείχνει τα επίπεδα μόλυνσης που επηρεάζουν την υγεία σου.,Radioactiviteir in je pak. Geeft contaminatie niveau aan wat je gezondheidstoestand beïnvloed.,Phóng xạ trong bộ đồ của bạn. Cho biết mức độ ô nhiễm sẽ ảnh hưởng đến sức khỏe của bạn.
tipOutsideRadiation,"When you are inside a base or vessel, this value indicates the radioactivity outside.",Zeigt die aktuelle Außen-Radioaktivität bei Aufenthalt in einer Basis oder einem Schiff.,Niveau de radioactivité à votre position actuelle. Cela affectera la contamination de votre armure en fonction de son niveau de protection.,"Se ti trovi dentro ad una struttura, questo valore indicherà la radioattività esterna.","Cuando estás dentro de una base o nave, este valor indica la radiactividad del exterior.","Quando estás dentro de uma base ou nave, este valor indica a radioatividade no exterior.","Quando você está dentro de uma base ou nave, esse valor indica a radioatividade externa.","Kiedy znajdujesz się w bazie lub statku, ta wartość wskazuje poziom radioaktywności na zewnątrz.","Когда вы находитесь внутри базы или судна, это значение указывает на радиоактивность снаружи.","基地や船の中にいる時の屋外の放射線量です. ",当你处于基地或飞船内部时，此数据是指舱外辐射水平。,當你處於基地或飛船內部時，此數據是指艙外輻射水平。,,,"Όταν είσαι μέσα σε μία βάση ή όχημα, αυτή η τιμή αντιπροσωπεύει την ραδιενέργεια έξω από αυτό.","Als je in een basis of schip bent, geeft deze waarde de radioactiviteit buiten weer.","Khi bạn ở bên trong căn cứ hoặc tàu, giá trị này cho biết độ phóng xạ bên ngoài."
tipWeatherInfo,Current weather. Currently it has no effect other than temperature rise and drops.,Aktuelles Wetter. Hat aktuell noch keine anderen Effekte als den Anstieg oder Fall der Temperaturen.,"Météo actuelle. À ce jour, aucun effet autre que l'élévation ou la chute de température.",Meteo attuale. Al momento influisce solo sulla temperatura.,Clima actual. Actualmente no tiene ningún efecto aparte del aumento y la disminución de la temperatura.,Tempo atual. Atualmente não tem qualquer efeito para além do aumento ou diminuição da temperatura.,Clima atual. Atualmente não tem nenhum efeito além do aumento de temperatura e queda.,"Obecna pogoda. Obecnie nie ma żadnego efektu, poza wzrostem lub spadkiem temperatury.","Текущая погода. В настоящее время нет никакого эффекта, кроме повышения температуры и падения.","現在の天気です. 体温以外に影響を与えません. ",当前的天气。目前除了影响温度的上升和下降没有其它影响。,當前的天氣。目前除了影響溫度的上升和下降沒有其它影響。,,,Τρέχον καιρός. Προς το παρόν δεν επηρεάζει τίποτε άλλο από την αύξηση και μείωση της θερμοκρασίας.,huidig weer. Heeft momenteel geen effect behalve temperatuur verhoging/verlaging.,Thời tiết hiện tại. Hiện tại nó không có tác dụng gì ngoài việc tăng và giảm nhiệt độ.
tipBiomeInfo,The biome you are currently in.,Das Biome am aktuellen Standort,Le Biome ou vous vous trouvez.,Indica il Bioma in cui ti trovi.,El bioma en el que estás actualmente.,O bioma em que te encontras.,O bioma em que você está atualmente,"Biom, w którym aktualnie jesteś.","Биом, в котором вы сейчас находитесь.","現在地のバイオーム. ",你当前所处的环境类型。,你當前所處的環境類型。,,,Ο βιότοπος που βρίσκεσαι μέσα.,De biome waarin je je momenteel bevind,Quần xã sinh vật mà bạn đang ở.
tipTimeToDuskDawn,Time left until dusk or until dawn. The sun-down and sun-up icons will show which is to be expected.,"Zeit bis zum Sonnenauf- oder untergang. Das Icon zeigt, welche Periode bevorsteht.",Temps restant jusqu'au crépuscule ou l'aube. L'icône précise si on va vers un «coucher» ou un «lever» de soleil.,Tempo rimasto prima del tramonto o dell'alba. Le icone cambieranno in relazione al momento del giorno.,Tiempo restante hasta el anochecer o hasta el amanecer. Los íconos de la puesta y la salida del sol mostrarán cuál es el esperado.,Tempo que te resta até ao anoitecer ou até ao amanhecer. Os ícones do pôr do sol e do nascer-do-sol mostram-te o que é esperado.,Tempo restante até o anoitecer ou até o amanhecer. Os ícones do por-do-sol e do amanhecer vão mostrar o que é esperado.,"Czas pozostały do zmierzchu lub do świtu. Ikony zachodu i wschodu słońca pokażą, czego można się spodziewać.","Время до заката или до рассвета. Значки заката и рассвета покажут, чего ожидать.","夕暮れまたは夜明けまでの時間です.  太陽のアイコンは次に訪れる状態を示します. ",黄昏和黎明前所剩余时间。判断依据是太阳图标的下降或上升。,黃昏和黎明前所剩餘時間。判斷依據是太陽圖標的下降或上升。,,,Χρόνος που απέμεινε μέχρι την ανατολή ή τη δύση. Τα αντίστοιχα εικονίδια ανατολής και δύσης θα εμφανιστούν ανάλογα.,Tijd over tot zonsondergang of zonsopgang. De zom-omlaag en zon-omhoog iconen geven aan welke wordt verwacht.,Thời gian còn lại cho đến hoàng hôn hoặc cho đến bình minh. Các biểu tượng mặt trời lặn và mặt trời lên sẽ hiển thị dự kiến.
tipHealthBar,"Health bar will drop when affected by malicious status effects, by missing O2, when your repletion status is too low or when injured.","Der Gesundheitsstatus fällt bei Einwirkung von schädlichen Effekten, fehlendem Sauerstoff, niedriger Sättigung oder bei Verletzungen.","La barre de santé diminue lors d'exposition à des effets nocifs, par manque d'oxygène, en cas de faim importante ou de blessure.","Salute, diminuirà in caso di malattie, mancanza di ossigeno, denutrimento o subendo danni.","La barra de salud bajará cuando te veas afectado por efectos de estado maliciosos, por falta de O2, cuando tu estado de reabastecimiento sea demasiado bajo o cuando sufras daño.","A barra de saúde desce quando és afetado por efeitos de estado maliciosos, por falta de O2, quando o teu estado de repleção é demasiado baixo ou quando estás ferido.","A barra de integridade irá cair quando for afetada por efeitos de status mal-intencionados, por falta de O2, quando seu status de replicação for muito baixo ou quando estiver ferido.","Pasek zdrowia zacznie spadać pod wpływem negatywnych statusów efektu, braku tlenu, niskiego poziomu sytości lub gdy zostałeś zaatakowany.","Уровень здоровья падает при воздействии вредоносных эффектов, нехватки O2, низком уровне сытости или когда вы получили ранение.","ヘルスバーは, 環境の影響, 酸素の不足, 空腹状態や怪我をした場合に低下します. ",一些负面状态会导致你的生命值降低，例如缺氧、过度饥饿或受伤。,一些負面狀態會導致你的生命值降低，例如缺氧、過度飢餓或受傷。,,,"Η μπάρα της Ζωής σου θα πέσει όταν επηρεάζεται από κακόβουλες καταστάσεις, όπως απουσίας οξυγόνου, όταν η κατάσταση αναπλήρωσης είναι πολύ χαμηλή ή όταν είσαι τραυματισμένος.","Gezondheids bar zal omlaag gaan indien een kwaadardig effect aanwezig is, bij het ontbreken van O2, als je herstel is te laag of als je gewond bent.","Thanh máu sẽ giảm khi bị ảnh hưởng bởi các hiệu ứng trạng thái độc hại, do thiếu O2, khi trạng thái bổ sung của bạn quá thấp hoặc khi bị thương."
tipFoodBar,Shows your current repletion. Different activities and different suits will diminish the bar in slower or faster speed.,Zeigt die aktuelle Sättigung. Verschiedene Aktvitäten und Anzüge lassen diese langsamer oder schneller fallen.,"Affiche votre niveau de faim actuel. Plus la barre diminue, plus la faim est importante. Différentes actions ainsi que le type d'armure portée diminueront la barre de faim plus ou moins vite.","Nutrimento, mostra il tuo attuale livello di sazietà. Attività e Tute differenti aumenteranno/diminuiranno la velocità con cui questa barra diminuisce.",Muestra tu reabastecimiento actual. Diferentes actividades y diferentes trajes disminuirán la barra a una velocidad más lenta o más rápida.,Mostra a tua repleção atual. Actividades diferentes e fatos diferentes diminuem a barra a uma velocidade mais lenta ou mais rápida.,Mostra sua repleção atual. Atividades diferentes e roupas diferentes diminuirão a barra em velocidade mais lenta ou mais rápida.,"Wyświetla bieżący poziom sytości. Aktywność fizyczna, skafandry i dopalacze wpływają na szybkość jego spadania.",Показывает текущую сытость. Различные действия и различные костюмы уменьшают это значение медленнее или быстрее.,"現在の空腹度を示します.  装備したスーツや様々な活動によって減少量は変動します. ",显示你当前的饥饿度。不同的行动和不同的护甲会加快或减慢此数值的耗损速度。,顯示你當前的飢餓度。不同的行動和不同的護甲會加快或減慢此數值的耗損速度。,,,Δείχνει την τρέχουσα κάλυψή σου. Διαφορετικές δραστηριότητες και διαφορετικές στολές θα μειώσουν την μπάρα πιο αργά ή πιο γρήγορα ανάλογα.,Laat de huidige verbuik zien. Verschillende activiteiten en pakken zullen deze sneller of langzamer doen afnemen.,Hiển thị bổ sung hiện tại của bạn. Các hoạt động khác nhau và các bộ quần áo khác nhau sẽ giảm thanh ở tốc độ chậm hơn hoặc nhanh hơn.
